#q2lo q2hi qTlo qThi PDF0  uncertainty
125.008 125.01 0 5 2.690445184618441e-08 6.702455858857354e-13
125.008 125.01 5 10 4.64113903721414e-08 4.08217987730393e-12
125.008 125.01 10 15 3.939486130572388e-08 2.643318647930489e-12
125.008 125.01 15 20 2.92844557382682e-08 2.274818664060504e-12
125.008 125.01 20 25 2.106100562486838e-08 2.018397161845572e-12
125.008 125.01 25 30 1.497954685209633e-08 1.2095912578409e-12
125.008 125.01 30 35 1.05698634579797e-08 8.642326630669945e-13
125.008 125.01 35 40 7.371087889729292e-09 6.0609953049524e-13
125.01 125.012 0 5 1.82591802133368e-08 1.356352461396431e-12
125.01 125.012 5 10 3.149730793127991e-08 1.302208677443777e-12
125.01 125.012 10 15 2.673567715092233e-08 5.456057512099961e-13
125.01 125.012 15 20 1.987426875678671e-08 6.166159672440661e-13
125.01 125.012 20 25 1.429339316486299e-08 7.038840474523543e-13
125.01 125.012 25 30 1.01661634850263e-08 3.466955547442988e-13
125.01 125.012 30 35 7.173485190522272e-09 2.519253092444371e-13
125.01 125.012 35 40 5.002593986480376e-09 1.779979357431502e-13
125.012 125.014 0 5 1.317708611000966e-08 7.221234494158503e-13
125.012 125.014 5 10 2.273076892429304e-08 4.952960798660688e-13
125.012 125.014 10 15 1.929454732660095e-08 1.557732527046452e-14
125.012 125.014 15 20 1.434289910685528e-08 1.64193761866444e-13
125.012 125.014 20 25 1.031533513649076e-08 3.064235617534306e-13
125.012 125.014 25 30 7.336810192104958e-09 1.066014106424504e-13
125.012 125.014 30 35 5.177055424910455e-09 8.04874981527134e-14
125.012 125.014 35 40 3.610361611910666e-09 5.779829379504342e-14
125.014 125.016 0 5 9.947100738916198e-09 4.532729236709314e-13
125.014 125.016 5 10 1.715907440568651e-08 2.146701437501993e-13
125.014 125.016 10 15 1.456522002686106e-08 1.238230672926795e-13
125.014 125.016 15 20 1.082733995902994e-08 2.331421288775569e-14
125.014 125.016 20 25 7.787003688573105e-09 1.591335259969263e-13
125.014 125.016 25 30 5.538555614808693e-09 2.901372308698067e-14
125.014 125.016 30 35 3.908179166506531e-09 2.445219702762504e-14
125.014 125.016 35 40 2.72549375226289e-09 1.831188425569144e-14
125.016 125.018 0 5 7.770453730135887e-09 3.167392752353176e-13
125.016 125.018 5 10 1.340436754166641e-08 1.028549197267019e-13
125.016 125.018 10 15 1.137816561450579e-08 1.519959432652161e-13
125.016 125.018 15 20 8.458227169026918e-09 2.278968291601422e-14
125.016 125.018 20 25 6.083172832109568e-09 9.492668278818131e-14
125.016 125.018 25 30 4.326717096457346e-09 1.701120801320599e-15
125.016 125.018 30 35 3.053084729974092e-09 4.310905057566971e-15
125.016 125.018 35 40 2.129180203650415e-09 3.990358812534724e-15
125.018 125.02 0 5 6.235567324216898e-09 2.373850374586931e-13
125.018 125.02 5 10 1.075668707590152e-08 5.334174612347708e-14
125.018 125.02 10 15 9.13076557721286e-09 1.468856592992657e-13
125.018 125.02 15 20 6.787606487369827e-09 3.676094112719554e-14
125.018 125.02 20 25 4.881684033626805e-09 6.294954098859342e-14
125.018 125.02 25 30 3.4721638926259e-09 8.078524177449719e-15
125.018 125.02 30 35 2.450095354197269e-09 3.20314301768689e-15
125.018 125.02 35 40 1.708674688475441e-09 1.444036386414916e-15
125.02 125.022 0 5 5.113421806608182e-09 1.864858978732593e-13
125.02 125.022 5 10 8.820979208421546e-09 2.949241008796182e-14
125.02 125.022 10 15 7.487695827410092e-09 1.3262664210374e-13
125.02 125.022 15 20 5.566215605403433e-09 3.916730972632708e-14
125.02 125.022 20 25 4.00327323026236e-09 4.516851771054623e-14
125.02 125.022 25 30 2.847396785277404e-09 1.12361364730634e-14
125.02 125.022 30 35 2.009246281878649e-09 5.879937045902416e-15
125.02 125.022 35 40 1.401239622000415e-09 3.452816661100525e-15
125.022 125.024 0 5 4.268546048563492e-09 1.514170385221417e-13
125.022 125.024 5 10 7.363558979972476e-09 1.718982965772413e-14
125.022 125.024 10 15 6.250602823199509e-09 1.170691244911247e-13
125.022 125.024 15 20 4.646608700794604e-09 3.74028755043167e-14
125.022 125.024 20 25 3.34190042345393e-09 3.4342803129339e-14
125.022 125.024 25 30 2.376996116164086e-09 1.178518964839519e-14
125.022 125.024 30 35 1.677320548800164e-09 6.60538762051217e-15
125.022 125.024 35 40 1.169763698401539e-09 4.065694409452517e-15
125.024 125.026 0 5 3.616722381137997e-09 1.25955319251548e-13
125.024 125.026 5 10 6.239152398008291e-09 1.047222269438806e-14
125.024 125.026 10 15 5.296176716076725e-09 1.026986263868341e-13
125.024 125.026 15 20 3.937123439033212e-09 3.428621604443266e-14
125.024 125.026 20 25 2.831643858620974e-09 2.724719500159263e-14
125.024 125.026 25 30 2.014075779194803e-09 1.131144314285479e-14
