#q2lo q2hi qTlo qThi PDF0  uncertainty
125.04 125.042 35 40 -3.719966758664669e-10 1.523365284231882e-15
125.042 125.044 0 5 -9.848947129695666e-10 2.953808283591223e-14
125.042 125.044 5 10 -1.777456087234414e-09 1.030902115563451e-15
125.042 125.044 10 15 -1.582963439254887e-09 2.956295139464612e-14
125.042 125.044 15 20 -1.223928416327221e-09 1.075643676333691e-14
125.042 125.044 20 25 -9.109576584361489e-10 6.951584969397823e-15
125.042 125.044 25 30 -6.69584173896715e-10 3.865742548405281e-15
125.042 125.044 30 35 -4.890399344600401e-10 2.326721453551758e-15
125.042 125.044 35 40 -3.546838067440781e-10 1.495613891772008e-15
125.044 125.046 0 5 -9.410655421664904e-10 2.813545771327192e-14
125.044 125.046 5 10 -1.698364419698149e-09 8.218246350439494e-16
125.044 125.046 10 15 -1.512533446356699e-09 2.839547466997833e-14
125.044 125.046 15 20 -1.169477754597026e-09 1.039122389743026e-14
125.044 125.046 20 25 -8.704339800074752e-10 6.559179186054374e-15
125.044 125.046 25 30 -6.398003806709208e-10 3.755619262952218e-15
125.044 125.046 30 35 -4.672888124292663e-10 2.268352331265583e-15
125.044 125.046 35 40 -3.389099762908759e-10 1.461805801803321e-15
125.046 125.048 0 5 -9.009672156008916e-10 2.686912548156146e-14
125.046 125.048 5 10 -1.626005356760722e-09 6.616089701475354e-16
125.046 125.048 10 15 -1.448098854993294e-09 2.72993857516174e-14
125.046 125.048 15 20 -1.119662312947121e-09 1.003558478829365e-14
125.046 125.048 20 25 -8.333600050286727e-10 6.216030931509492e-15
125.046 125.048 25 30 -6.125520571439533e-10 3.643120858961348e-15
125.046 125.048 30 35 -4.473893697293416e-10 2.20637596030315e-15
125.046 125.048 35 40 -3.244789962759547e-10 1.424656891933222e-15
125.048 125.05 0 5 -8.641434521969294e-10 2.571867692275877e-14
125.048 125.05 5 10 -1.559555487514171e-09 5.374420148103996e-16
125.048 125.05 10 15 -1.388926402312762e-09 2.627209297268917e-14
125.048 125.05 15 20 -1.073915176263631e-09 9.693075577404268e-15
125.048 125.05 20 25 -7.99313808871102e-10 5.912622435575536e-15
125.048 125.05 25 30 -5.875290925783708e-10 3.531121074170449e-15
125.048 125.05 30 35 -4.291151265000854e-10 2.14311868940883e-15
125.048 125.05 35 40 -3.112266196704973e-10 1.385943201293031e-15
124.952 125.05 0 40 -6.641736522677181e-08 3.497514648366969e-12
